name,id,desc,type,access,val
"OA_Fan4_Enable.Select",10554,"Outdoor Air - Fan 4 Enable",BOOL,RW,"0"
"OA_Fan4_Enable.Val",10555,"Outdoor Air - Fan 4 Enable",BOOL,R,"0"
"OA_Fan5_Enable.Manual",10559,"Outdoor Air - Fan 5 Enable",BOOL,RW,"0"
"OA_Fan5_Enable.Select",10560,"Outdoor Air - Fan 5 Enable",BOOL,RW,"0"
"OA_Fan5_Enable.Val",10561,"Outdoor Air - Fan 5 Enable",BOOL,R,"0"
"OA_Fan6_Enable.Manual",10565,"Outdoor Air - Fan 6 Enable",BOOL,RW,"0"
"OA_Fan6_Enable.Select",10566,"Outdoor Air - Fan 6 Enable",BOOL,RW,"0"
"OA_Fan6_Enable.Val",10567,"Outdoor Air - Fan 6 Enable",BOOL,R,"0"
"OA_Fan7_Enable.Manual",10571,"Outdoor Air - Fan 7 Enable",BOOL,RW,"0"
"OA_Fan7_Enable.Select",10572,"Outdoor Air - Fan 7 Enable",BOOL,RW,"0"
"OA_Fan7_Enable.Val",10573,"Outdoor Air - Fan 7 Enable",BOOL,R,"0"
"OA_Fan8_Enable.Manual",10577,"Outdoor Air - Fan 8 Enable",BOOL,RW,"0"
"OA_Fan8_Enable.Select",10578,"Outdoor Air - Fan 8 Enable",BOOL,RW,"0"
"OA_Fan8_Enable.Val",10579,"Outdoor Air - Fan 8 Enable",BOOL,R,"0"
"OA_Fan_CFM_Alarm_Delay",10582,"Outdoor Air - Fan Air Flow Alarm Delay",INT,RW,"120"
"OA_Fan_CFM_Alarm_SetPoint",10583,"Outdoor Air - Fan Air Flow Alarm Set Point",REAL,RW,"5000.00"
"OA_Fan_CFM_Enable_SetPoint",10584,"Outdoor Air - Fan Air Flow Set Point",REAL,RW,"6000.00"
"OA_Fan_CFM_EquipmentOff_SetPoint",10585,"Outdoor Air - Fan Equipment On Set Point",REAL,RW,"5500.00"
"OA_Fan_CFM_EquipmentOn_SetPoint",10586,"Outdoor Air - Fan Equipment Off Set Point",REAL,RW,"5400.00"
"OA_Fan_CFM_Sensor.Actual",10587,"Outdoor Air - Fan Air Flow Sensor",REAL,RW,"0.00"
"OA_Fan_CFM_Sensor.Manual",10588,"Outdoor Air - Fan Air Flow Sensor",REAL,RW,"0.00"
"OA_Fan_CFM_Sensor.Select",10589,"Outdoor Air - Fan Air Flow Sensor",BOOL,RW,"0"
"OA_Fan_CFM_Sensor.Val",10590,"Outdoor Air - Fan Air Flow Sensor",REAL,RW,"0.00"
"OA_Fan_Cmd.Manual",10592,"Outdoor Air - Fan Command",BOOL,RW,"0"
"OA_Fan_Cmd.Select",10593,"Outdoor Air - Fan Command",BOOL,RW,"0"
"OA_Fan_Cmd.Val",10594,"Outdoor Air - Fan Command",BOOL,RW,"0"
"OA_Fan_ControlSignal",10595,"Outdoor Air - Fan Control Signal (All Fresh Fans)",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.CoolHeatMode",10596,"Outdoor Air - Fan Control Signal PID Loop - FALSE: Cooling Mode, TRUE: Heating Mode",BOOL,RW,"0"
"OA_Fan_ControlSignal_PID.DeadBand",10597,"Outdoor Air - Fan Control Signal PID Loop - Deadband centered on the set point",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.DirRevMode",10598,"Outdoor Air - Fan Control Signal PID Loop - FALSE: Direct Mode, TRUE: Reverse Mode",BOOL,RW,"1"
"OA_Fan_ControlSignal_PID.HighLim",10601,"Outdoor Air - Fan Control Signal PID Loop - Maximum Output value",REAL,RW,"100.00"
"OA_Fan_ControlSignal_PID.ItermSet",10604,"Outdoor Air - Fan Control Signal PID Loop - Set Integral term to a specific real value",BOOL,RW,"0"
"OA_Fan_ControlSignal_PID.ItermVal",10605,"Outdoor Air - Fan Control Signal PID Loop - Integral term value to be set",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.Kp",10606,"Outdoor Air - Fan Control Signal PID Loop - Proportional gain (Kp=0)",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.LowLim",10607,"Outdoor Air - Fan Control Signal PID Loop - Minimum Output value",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.ManMode",10608,"Outdoor Air - Fan Control Signal PID Loop - Enable manual mode",BOOL,RW,"0"
"OA_Fan_ControlSignal_PID.ManOut",10609,"Outdoor Air - Fan Control Signal PID Loop - Output value in manual mode",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.Td",10613,"Outdoor Air - Fan Control Signal PID Loop - Derivative time expressed in seconds",REAL,RW,"0.00"
"OA_Fan_ControlSignal_PID.Ti",10614,"Outdoor Air - Fan Control Signal PID Loop - Integral time expressed in seconds",REAL,RW,"10.00"
"OA_Fan_Reset",10616,"Outdoor Air - Fan Lockout Reset",BOOL,R,"0"
"OA_Fan_Startup_Setpoint",10617,"Outdoor Air - Fan Startup Setpoint",REAL,RW,"0.00"
"OA_Fan_Startup_Timer",10618,"Outdoor Air - Fan Startup Run Timer",INT,RW,"0"
"OA_RH_High_Alarm_SetPoint",10619,"Outdoor Air - Humidity High Alarm Set Point",REAL,RW,"90.00"
"OA_RH_Low_Alarm_SetPoint",10620,"Outdoor Air - Humidity Low Alarm Set Point",REAL,RW,"30.00"
"OA_RH_Sensor.Manual",10622,"Outdoor Air Humidity Sensor - Manual Value for Commissioning",REAL,RW,"0.00"
"OA_RH_Sensor.Select",10623,"Outdoor Air Humidity Sensor - Select Actual/Manual",BOOL,RW,"0"
"OA_RH_Sensor.Val",10624,"Outdoor Air Humidity Sensor - Value",REAL,RW,"0.00"
"OA_Temp_High_Alarm_SetPoint",10625,"Outdoor Air - Temperature High Alarm Set Point",REAL,RW,"27.00"
"OA_Temp_Low_Alarm_SetPoint",10626,"Outdoor Air - Temperature Low Alarm Set Point",REAL,RW,"2.00"
"OA_Temp_Sensor.Manual",10628,"Outdoor Air Temperature Sensor - Manual Value for Commissioning",REAL,RW,"0.00"
"OA_Temp_Sensor.Select",10629,"Outdoor Air Temperature Sensor - Select Actual/Manual",BOOL,RW,"0"
"OA_Temp_Sensor.Val",10630,"Outdoor Air Temperature Sensor - Value",REAL,RW,"20.00"
"OfflineAlrm_CPCOE_3.Active",10635,"Expansion Board 3 - Device offline - Alarm status",BOOL,RW,"0"
"OfflineAlrm_CPCOE_3.Trigger",10636,"Expansion Board 3 - Device offline - Alarm status Trigger",BOOL,RW,"0"
"OfflineAlrm_CPCOE_4.Active",10637,"Expansion Board 4 - Device offline - Alarm status",BOOL,RW,"0"
"OfflineAlrm_CPCOE_4.Trigger",10638,"Expansion Board 4 - Device offline - Alarm status Trigger",BOOL,RW,"0"
"OfflineAlrm_CPCOE_5.Active",10639,"Expansion Board 5 - Device offline - Alarm status",BOOL,RW,"0"
"OfflineAlrm_CPCOE_5.Trigger",10640,"Expansion Board 5 - Device offline - Alarm status Trigger",BOOL,RW,"0"
"Output_NO1.DelayOff",10642,"Digital Output - NO1 - Digital Output - NO1",INT,RW,"0"
"Output_NO1.DelayOn",10643,"Digital Output - NO1 - Digital Output - NO1",INT,RW,"0"
"Output_NO1.Manual",10644,"Digital Output - NO1 - Digital Output - NO1",BOOL,RW,"0"
"Output_NO1.MaskEnable",10645,"Digital Output - NO1 - Digital Output - NO1",BOOL,RW,"0"
"Output_NO1.Select",10646,"Digital Output - NO1 - Digital Output - NO1",BOOL,RW,"0"
"Output_NO1.Val",10647,"Digital Output - NO1 - Digital Output - NO1",BOOL,RW,"0"
"Output_NO10.DelayOff",10649,"Digital Output - NO10 - Digital Output - NO10",INT,RW,"0"
"Output_NO10.DelayOn",10650,"Digital Output - NO10 - Digital Output - NO10",INT,RW,"0"
"Output_NO10.Manual",10651,"Digital Output - NO10 - Digital Output - NO10",BOOL,RW,"0"
"Output_NO10.MaskEnable",10652,"Digital Output - NO10 - Digital Output - NO10",BOOL,RW,"0"
"Output_NO10.Select",10653,"Digital Output - NO10 - Digital Output - NO10",BOOL,RW,"0"
"Output_NO10.Val",10654,"Digital Output - NO10 - Digital Output - NO10",BOOL,RW,"0"
"Output_NO11.DelayOff",10656,"Digital Output - NO11 - Digital Output - NO11",INT,RW,"0"
"Output_NO11.DelayOn",10657,"Digital Output - NO11 - Digital Output - NO11",INT,RW,"0"
"Output_NO11.Manual",10658,"Digital Output - NO11 - Digital Output - NO11",BOOL,RW,"0"
"Output_NO11.MaskEnable",10659,"Digital Output - NO11 - Digital Output - NO11",BOOL,RW,"0"
"Output_NO11.Select",10660,"Digital Output - NO11 - Digital Output - NO11",BOOL,RW,"0"
"Output_NO11.Val",10661,"Digital Output - NO11 - Digital Output - NO11",BOOL,RW,"0"
"Output_NO12.DelayOff",10663,"Digital Output - NO12 - Digital Output - NO12",INT,RW,"0"
"Output_NO12.DelayOn",10664,"Digital Output - NO12 - Digital Output - NO12",INT,RW,"0"
"Output_NO12.Manual",10665,"Digital Output - NO12 - Digital Output - NO12",BOOL,RW,"0"
"Output_NO12.MaskEnable",10666,"Digital Output - NO12 - Digital Output - NO12",BOOL,RW,"0"
"Output_NO12.Select",10667,"Digital Output - NO12 - Digital Output - NO12",BOOL,RW,"0"
"Output_NO12.Val",10668,"Digital Output - NO12 - Digital Output - NO12",BOOL,RW,"0"
"Output_NO13.DelayOff",10670,"Digital Output - NO13 - Digital Output - NO13",INT,RW,"0"
"Output_NO13.DelayOn",10671,"Digital Output - NO13 - Digital Output - NO13",INT,RW,"0"
"Output_NO13.Manual",10672,"Digital Output - NO13 - Digital Output - NO13",BOOL,RW,"0"
"Output_NO13.MaskEnable",10673,"Digital Output - NO13 - Digital Output - NO13",BOOL,RW,"0"
"Output_NO13.Select",10674,"Digital Output - NO13 - Digital Output - NO13",BOOL,RW,"0"
"Output_NO13.Val",10675,"Digital Output - NO13 - Digital Output - NO13",BOOL,RW,"0"
"Output_NO14.DelayOff",10677,"Digital Output - NO14 - Digital Output - NO14",INT,RW,"0"
"Output_NO14.DelayOn",10678,"Digital Output - NO14 - Digital Output - NO14",INT,RW,"0"
"Output_NO14.Manual",10679,"Digital Output - NO14 - Digital Output - NO14",BOOL,RW,"0"
"Output_NO14.MaskEnable",10680,"Digital Output - NO14 - Digital Output - NO14",BOOL,RW,"0"
"Output_NO14.Select",10681,"Digital Output - NO14 - Digital Output - NO14",BOOL,RW,"0"
"Output_NO14.Val",10682,"Digital Output - NO14 - Digital Output - NO14",BOOL,RW,"0"
"Output_NO15.DelayOff",10684,"Digital Output - NO15 - Digital Output - NO15",INT,RW,"0"
"Output_NO15.DelayOn",10685,"Digital Output - NO15 - Digital Output - NO15",INT,RW,"0"
"Output_NO15.Manual",10686,"Digital Output - NO15 - Digital Output - NO15",BOOL,RW,"0"
"Output_NO15.MaskEnable",10687,"Digital Output - NO15 - Digital Output - NO15",BOOL,RW,"0"
"Output_NO15.Select",10688,"Digital Output - NO15 - Digital Output - NO15",BOOL,RW,"0"
"Output_NO15.Val",10689,"Digital Output - NO15 - Digital Output - NO15",BOOL,RW,"0"
"Output_NO16.DelayOff",10691,"Digital Output - NO16 - Digital Output - NO16",INT,RW,"0"
"Output_NO16.DelayOn",10692,"Digital Output - NO16 - Digital Output - NO16",INT,RW,"0"
"Output_NO16.Manual",10693,"Digital Output - NO16 - Digital Output - NO16",BOOL,RW,"0"
"Output_NO16.MaskEnable",10694,"Digital Output - NO16 - Digital Output - NO16",BOOL,RW,"0"
"Output_NO16.Select",10695,"Digital Output - NO16 - Digital Output - NO16",BOOL,RW,"0"
"Output_NO16.Val",10696,"Digital Output - NO16 - Digital Output - NO16",BOOL,RW,"0"
"Output_NO17.DelayOff",10698,"Digital Output - NO17 - Digital Output - NO17",INT,RW,"0"
"Output_NO17.DelayOn",10699,"Digital Output - NO17 - Digital Output - NO17",INT,RW,"0"
"Output_NO17.Manual",10700,"Digital Output - NO17 - Digital Output - NO17",BOOL,RW,"0"
"Output_NO17.MaskEnable",10701,"Digital Output - NO17 - Digital Output - NO17",BOOL,RW,"0"
"Output_NO17.Select",10702,"Digital Output - NO17 - Digital Output - NO17",BOOL,RW,"0"
"Output_NO17.Val",10703,"Digital Output - NO17 - Digital Output - NO17",BOOL,RW,"0"
"Output_NO18.DelayOff",10705,"Digital Output - NO18 - Digital Output - NO18",INT,RW,"0"
"Output_NO18.DelayOn",10706,"Digital Output - NO18 - Digital Output - NO18",INT,RW,"0"
"Output_NO18.Manual",10707,"Digital Output - NO18 - Digital Output - NO18",BOOL,RW,"0"
"Output_NO18.MaskEnable",10708,"Digital Output - NO18 - Digital Output - NO18",BOOL,RW,"0"
"Output_NO18.Select",10709,"Digital Output - NO18 - Digital Output - NO18",BOOL,RW,"0"
"Output_NO18.Val",10710,"Digital Output - NO18 - Digital Output - NO18",BOOL,RW,"0"
"Output_NO19.DelayOff",10712,"Digital Output - NO19 - Digital Output - NO19",INT,RW,"0"
"Output_NO19.DelayOn",10713,"Digital Output - NO19 - Digital Output - NO19",INT,RW,"0"
"Output_NO19.Manual",10714,"Digital Output - NO19 - Digital Output - NO19",BOOL,RW,"0"
"Output_NO19.MaskEnable",10715,"Digital Output - NO19 - Digital Output - NO19",BOOL,RW,"0"
"Output_NO19.Select",10716,"Digital Output - NO19 - Digital Output - NO19",BOOL,RW,"0"
"Output_NO19.Val",10717,"Digital Output - NO19 - Digital Output - NO19",BOOL,RW,"0"
"Output_NO2.DelayOff",10719,"Digital Output - NO2 - Digital Output - NO2",INT,RW,"0"
"Output_NO2.DelayOn",10720,"Digital Output - NO2 - Digital Output - NO2",INT,RW,"0"
"Output_NO2.Manual",10721,"Digital Output - NO2 - Digital Output - NO2",BOOL,RW,"0"
"Output_NO2.MaskEnable",10722,"Digital Output - NO2 - Digital Output - NO2",BOOL,RW,"0"
"Output_NO2.Select",10723,"Digital Output - NO2 - Digital Output - NO2",BOOL,RW,"0"
"Output_NO2.Val",10724,"Digital Output - NO2 - Digital Output - NO2",BOOL,RW,"0"
"Output_NO20.DelayOff",10726,"Digital Output - NO20 - Digital Output - NO20",INT,RW,"0"
"Output_NO20.DelayOn",10727,"Digital Output - NO20 - Digital Output - NO20",INT,RW,"0"
"Output_NO20.Manual",10728,"Digital Output - NO20 - Digital Output - NO20",BOOL,RW,"0"
"Output_NO20.MaskEnable",10729,"Digital Output - NO20 - Digital Output - NO20",BOOL,RW,"0"
"Output_NO20.Select",10730,"Digital Output - NO20 - Digital Output - NO20",BOOL,RW,"0"
"Output_NO20.Val",10731,"Digital Output - NO20 - Digital Output - NO20",BOOL,RW,"0"
"Output_NO21.DelayOff",10733,"Digital Output - NO21 - Digital Output - NO21",INT,RW,"0"
"Output_NO21.DelayOn",10734,"Digital Output - NO21 - Digital Output - NO21",INT,RW,"0"
"Output_NO21.Manual",10735,"Digital Output - NO21 - Digital Output - NO21",BOOL,RW,"0"
"Output_NO21.MaskEnable",10736,"Digital Output - NO21 - Digital Output - NO21",BOOL,RW,"0"
"Output_NO21.Select",10737,"Digital Output - NO21 - Digital Output - NO21",BOOL,RW,"0"
"Output_NO21.Val",10738,"Digital Output - NO21 - Digital Output - NO21",BOOL,RW,"0"
"Output_NO22.DelayOff",10740,"Digital Output - NO22 - Digital Output - NO22",INT,RW,"0"
"Output_NO22.DelayOn",10741,"Digital Output - NO22 - Digital Output - NO22",INT,RW,"0"
"Output_NO22.Manual",10742,"Digital Output - NO22 - Digital Output - NO22",BOOL,RW,"0"
"Output_NO22.MaskEnable",10743,"Digital Output - NO22 - Digital Output - NO22",BOOL,RW,"0"
"Output_NO22.Select",10744,"Digital Output - NO22 - Digital Output - NO22",BOOL,RW,"0"
"Output_NO22.Val",10745,"Digital Output - NO22 - Digital Output - NO22",BOOL,RW,"0"
"Output_NO23.DelayOff",10747,"Digital Output - NO23 - Digital Output - NO23",INT,RW,"0"
"Output_NO23.DelayOn",10748,"Digital Output - NO23 - Digital Output - NO23",INT,RW,"0"
"Output_NO23.Manual",10749,"Digital Output - NO23 - Digital Output - NO23",BOOL,RW,"0"
"Output_NO23.MaskEnable",10750,"Digital Output - NO23 - Digital Output - NO23",BOOL,RW,"0"
"Output_NO23.Select",10751,"Digital Output - NO23 - Digital Output - NO23",BOOL,RW,"0"
"Output_NO23.Val",10752,"Digital Output - NO23 - Digital Output - NO23",BOOL,RW,"0"
"Output_NO24.DelayOff",10754,"Digital Output - NO24 - Digital Output - NO24",INT,RW,"0"
"Output_NO24.DelayOn",10755,"Digital Output - NO24 - Digital Output - NO24",INT,RW,"0"
"Output_NO24.Manual",10756,"Digital Output - NO24 - Digital Output - NO24",BOOL,RW,"0"
"Output_NO24.MaskEnable",10757,"Digital Output - NO24 - Digital Output - NO24",BOOL,RW,"0"
"Output_NO24.Select",10758,"Digital Output - NO24 - Digital Output - NO24",BOOL,RW,"0"
"Output_NO24.Val",10759,"Digital Output - NO24 - Digital Output - NO24",BOOL,RW,"0"
"Output_NO25.DelayOff",10761,"Digital Output - NO25 - Digital Output - NO25",INT,RW,"0"
"Output_NO25.DelayOn",10762,"Digital Output - NO25 - Digital Output - NO25",INT,RW,"0"
"Output_NO25.Manual",10763,"Digital Output - NO25 - Digital Output - NO25",BOOL,RW,"0"
"Output_NO25.MaskEnable",10764,"Digital Output - NO25 - Digital Output - NO25",BOOL,RW,"0"
"Output_NO25.Select",10765,"Digital Output - NO25 - Digital Output - NO25",BOOL,RW,"0"
"Output_NO25.Val",10766,"Digital Output - NO25 - Digital Output - NO25",BOOL,RW,"0"
"Output_NO26.DelayOff",10768,"Digital Output - NO26 - Digital Output - NO26",INT,RW,"0"
"Output_NO26.DelayOn",10769,"Digital Output - NO26 - Digital Output - NO26",INT,RW,"0"
"Output_NO26.Manual",10770,"Digital Output - NO26 - Digital Output - NO26",BOOL,RW,"0"
"Output_NO26.MaskEnable",10771,"Digital Output - NO26 - Digital Output - NO26",BOOL,RW,"0"
"Output_NO26.Select",10772,"Digital Output - NO26 - Digital Output - NO26",BOOL,RW,"0"
"Output_NO26.Val",10773,"Digital Output - NO26 - Digital Output - NO26",BOOL,RW,"0"
"Output_NO27.DelayOff",10775,"Digital Output - NO27 - Digital Output - NO27",INT,RW,"0"
"Output_NO27.DelayOn",10776,"Digital Output - NO27 - Digital Output - NO27",INT,RW,"0"
"Output_NO27.Manual",10777,"Digital Output - NO27 - Digital Output - NO27",BOOL,RW,"0"
"Output_NO27.MaskEnable",10778,"Digital Output - NO27 - Digital Output - NO27",BOOL,RW,"0"
"Output_NO27.Select",10779,"Digital Output - NO27 - Digital Output - NO27",BOOL,RW,"0"
"Output_NO27.Val",10780,"Digital Output - NO27 - Digital Output - NO27",BOOL,RW,"0"
"Output_NO28.DelayOff",10782,"Digital Output - NO28 - Digital Output - NO28",INT,RW,"0"
"Output_NO28.DelayOn",10783,"Digital Output - NO28 - Digital Output - NO28",INT,RW,"0"
"Output_NO28.Manual",10784,"Digital Output - NO28 - Digital Output - NO28",BOOL,RW,"0"
"Output_NO28.MaskEnable",10785,"Digital Output - NO28 - Digital Output - NO28",BOOL,RW,"0"
"Output_NO28.Select",10786,"Digital Output - NO28 - Digital Output - NO28",BOOL,RW,"0"
"Output_NO28.Val",10787,"Digital Output - NO28 - Digital Output - NO28",BOOL,RW,"0"
"Output_NO29.DelayOff",10789,"Digital Output - NO29 - Digital Output - NO29",INT,RW,"0"
"Output_NO29.DelayOn",10790,"Digital Output - NO29 - Digital Output - NO29",INT,RW,"0"
"Output_NO29.Manual",10791,"Digital Output - NO29 - Digital Output - NO29",BOOL,RW,"0"
"Output_NO29.MaskEnable",10792,"Digital Output - NO29 - Digital Output - NO29",BOOL,RW,"0"
"Output_NO29.Select",10793,"Digital Output - NO29 - Digital Output - NO29",BOOL,RW,"0"
"Output_NO29.Val",10794,"Digital Output - NO29 - Digital Output - NO29",BOOL,RW,"0"
"Output_NO3.DelayOff",10796,"Digital Output - NO3 - Digital Output - NO3",INT,RW,"0"
"Output_NO3.DelayOn",10797,"Digital Output - NO3 - Digital Output - NO3",INT,RW,"0"
"Output_NO3.Manual",10798,"Digital Output - NO3 - Digital Output - NO3",BOOL,RW,"0"
"Output_NO3.MaskEnable",10799,"Digital Output - NO3 - Digital Output - NO3",BOOL,RW,"0"
"Output_NO3.Select",10800,"Digital Output - NO3 - Digital Output - NO3",BOOL,RW,"0"
"Output_NO3.Val",10801,"Digital Output - NO3 - Digital Output - NO3",BOOL,RW,"0"
"Output_NO4.DelayOff",10803,"Digital Output - NO4 - Digital Output - NO4",INT,RW,"0"
"Output_NO4.DelayOn",10804,"Digital Output - NO4 - Digital Output - NO4",INT,RW,"0"
"Output_NO4.Manual",10805,"Digital Output - NO4 - Digital Output - NO4",BOOL,RW,"0"
"Output_NO4.MaskEnable",10806,"Digital Output - NO4 - Digital Output - NO4",BOOL,RW,"0"
"Output_NO4.Select",10807,"Digital Output - NO4 - Digital Output - NO4",BOOL,RW,"0"
"Output_NO4.Val",10808,"Digital Output - NO4 - Digital Output - NO4",BOOL,RW,"0"
"Output_NO5.DelayOff",10810,"Digital Output - NO5 - Digital Output - NO5",INT,RW,"0"
"Output_NO5.DelayOn",10811,"Digital Output - NO5 - Digital Output - NO5",INT,RW,"0"
"Output_NO5.Manual",10812,"Digital Output - NO5 - Digital Output - NO5",BOOL,RW,"0"
"Output_NO5.MaskEnable",10813,"Digital Output - NO5 - Digital Output - NO5",BOOL,RW,"0"
"Output_NO5.Select",10814,"Digital Output - NO5 - Digital Output - NO5",BOOL,RW,"0"
"Output_NO5.Val",10815,"Digital Output - NO5 - Digital Output - NO5",BOOL,RW,"0"
"Output_NO6.DelayOff",10817,"Digital Output - NO6 - Digital Output - NO6",INT,RW,"0"
"Output_NO6.DelayOn",10818,"Digital Output - NO6 - Digital Output - NO6",INT,RW,"0"
"Output_NO6.Manual",10819,"Digital Output - NO6 - Digital Output - NO6",BOOL,RW,"0"
"Output_NO6.MaskEnable",10820,"Digital Output - NO6 - Digital Output - NO6",BOOL,RW,"0"
"Output_NO6.Select",10821,"Digital Output - NO6 - Digital Output - NO6",BOOL,RW,"0"
"Output_NO6.Val",10822,"Digital Output - NO6 - Digital Output - NO6",BOOL,RW,"0"
"Output_NO7.DelayOff",10824,"Digital Output - NO7 - Digital Output - NO7",INT,RW,"0"
"Output_NO7.DelayOn",10825,"Digital Output - NO7 - Digital Output - NO7",INT,RW,"0"
"Output_NO7.Manual",10826,"Digital Output - NO7 - Digital Output - NO7",BOOL,RW,"0"
"Output_NO7.MaskEnable",10827,"Digital Output - NO7 - Digital Output - NO7",BOOL,RW,"0"
"Output_NO7.Select",10828,"Digital Output - NO7 - Digital Output - NO7",BOOL,RW,"0"
"Output_NO7.Val",10829,"Digital Output - NO7 - Digital Output - NO7",BOOL,RW,"0"
"Output_NO8.DelayOff",10831,"Digital Output - NO8 - Digital Output - NO8",INT,RW,"0"
"Output_NO8.DelayOn",10832,"Digital Output - NO8 - Digital Output - NO8",INT,RW,"0"
"Output_NO8.Manual",10833,"Digital Output - NO8 - Digital Output - NO8",BOOL,RW,"0"
"Output_NO8.MaskEnable",10834,"Digital Output - NO8 - Digital Output - NO8",BOOL,RW,"0"
"Output_NO8.Select",10835,"Digital Output - NO8 - Digital Output - NO8",BOOL,RW,"0"
"Output_NO8.Val",10836,"Digital Output - NO8 - Digital Output - NO8",BOOL,RW,"0"
"Output_NO9.DelayOff",10838,"Digital Output - NO9 - Digital Output - NO9",INT,RW,"0"
"Output_NO9.DelayOn",10839,"Digital Output - NO9 - Digital Output - NO9",INT,RW,"0"
"Output_NO9.Manual",10840,"Digital Output - NO9 - Digital Output - NO9",BOOL,RW,"0"
"Output_NO9.MaskEnable",10841,"Digital Output - NO9 - Digital Output - NO9",BOOL,RW,"0"
"Output_NO9.Select",10842,"Digital Output - NO9 - Digital Output - NO9",BOOL,RW,"0"
"Output_NO9.Val",10843,"Digital Output - NO9 - Digital Output - NO9",BOOL,RW,"0"
"Output_Y1.DelayOff",10845,"Analog Output - Y1 - Analog Output - Y1",INT,RW,"0"
"Output_Y1.DelayOn",10846,"Analog Output - Y1 - Analog Output - Y1",INT,RW,"0"
"Output_Y1.Manual",10847,"Analog Output - Y1 - Analog Output - Y1",REAL,RW,"0.00"
"Output_Y1.MaskEnable",10848,"Analog Output - Y1 - Analog Output - Y1",BOOL,RW,"0"
"Output_Y1.Select",10850,"Analog Output - Y1 - Analog Output - Y1",BOOL,RW,"0"
"Output_Y1.Val",10851,"Analog Output - Y1 - Analog Output - Y1",REAL,RW,"0.00"
"Output_Y2.DelayOff",10853,"Analog Output - Y2 - Analog Output - Y2",INT,RW,"0"
"Output_Y2.DelayOn",10854,"Analog Output - Y2 - Analog Output - Y2",INT,RW,"0"
"Output_Y2.Manual",10855,"Analog Output - Y2 - Analog Output - Y2",REAL,RW,"0.00"
"Output_Y2.MaskEnable",10856,"Analog Output - Y2 - Analog Output - Y2",BOOL,RW,"0"
"Output_Y2.Select",10858,"Analog Output - Y2 - Analog Output - Y2",BOOL,RW,"0"
"Output_Y2.Val",10859,"Analog Output - Y2 - Analog Output - Y2",REAL,RW,"0.00"
"Output_Y3.DelayOff",10861,"Analog Output - Y3 - Analog Output - Y3",INT,RW,"0"
"Output_Y3.DelayOn",10862,"Analog Output - Y3 - Analog Output - Y3",INT,RW,"0"
"Output_Y3.Manual",10863,"Analog Output - Y3 - Analog Output - Y3",REAL,RW,"0.00"
"Output_Y3.MaskEnable",10864,"Analog Output - Y3 - Analog Output - Y3",BOOL,RW,"0"
"Output_Y3.Select",10866,"Analog Output - Y3 - Analog Output - Y3",BOOL,RW,"0"
"Output_Y3.Val",10867,"Analog Output - Y3 - Analog Output - Y3",REAL,RW,"0.00"
"Output_Y4.DelayOff",10869,"Analog Output - Y4 - Analog Output - Y4",INT,RW,"0"
"Output_Y4.DelayOn",10870,"Analog Output - Y4 - Analog Output - Y4",INT,RW,"0"
"Output_Y4.Manual",10871,"Analog Output - Y4 - Analog Output - Y4",REAL,RW,"0.00"
"Output_Y4.MaskEnable",10872,"Analog Output - Y4 - Analog Output - Y4",BOOL,RW,"0"
"Output_Y4.Select",10874,"Analog Output - Y4 - Analog Output - Y4",BOOL,RW,"0"
"Output_Y4.Val",10875,"Analog Output - Y4 - Analog Output - Y4",REAL,RW,"0.00"
"Output_Y5.DelayOff",10877,"Analog Output - Y5 - Analog Output - Y5",INT,RW,"0"
"Output_Y5.DelayOn",10878,"Analog Output - Y5 - Analog Output - Y5",INT,RW,"0"
"Output_Y5.Manual",10879,"Analog Output - Y5 - Analog Output - Y5",REAL,RW,"0.00"
"Output_Y5.MaskEnable",10880,"Analog Output - Y5 - Analog Output - Y5",BOOL,RW,"0"
"Output_Y5.Select",10882,"Analog Output - Y5 - Analog Output - Y5",BOOL,RW,"0"
"Output_Y5.Val",10883,"Analog Output - Y5 - Analog Output - Y5",REAL,RW,"0.00"
"Output_Y6.DelayOff",10885,"Analog Output - Y6 - Analog Output - Y6",INT,RW,"0"
"Output_Y6.DelayOn",10886,"Analog Output - Y6 - Analog Output - Y6",INT,RW,"0"
"Output_Y6.Manual",10887,"Analog Output - Y6 - Analog Output - Y6",REAL,RW,"0.00"
"Output_Y6.MaskEnable",10888,"Analog Output - Y6 - Analog Output - Y6",BOOL,RW,"0"
"Output_Y6.Select",10890,"Analog Output - Y6 - Analog Output - Y6",BOOL,RW,"0"
"Output_Y6.Val",10891,"Analog Output - Y6 - Analog Output - Y6",REAL,RW,"0.00"
"PreHeat_Boiler_Alarm_Signal.Actual",10905,"Preheating Boiler Alarm - Preheating Boiler Alarm",BOOL,R,"0"
"PreHeat_Boiler_Alarm_Signal.Manual",10906,"Preheating Boiler Alarm - Manual Value for Commissioning",BOOL,RW,"0"
"PreHeat_Boiler_Alarm_Signal.Select",10907,"Preheating Boiler Alarm - Select Actual/Manual",BOOL,RW,"0"
